HSTM SF Record,Subject,Trainer Comments
5004V000011UtkWQAS,Corporate abaqis Implementation Series 1,"Session 1 --1/20/2020 S.Sweeney Client needs review was scheduled for 1/20/2020. Sandra Rees was joined by Chitama Chitama Regional nurse. Both voiced that they were confused by our new release dashboard and also how to access and update their facility assessments. Sandra said she had watched the 2 minute video and had called into Client Support to help locate their closed FA. She reports that our Client Support team was very helpful in locating their closed facility assessment, but she still had questions and was uncomfortable with the new look and feel of the Facility Assessment. They are entering their survey window for several of their facilities and she really wants to be comfortable with 'updating' their facility assessments. As such, I decided to provide training on the new release material (navigation the new abaqis dashboard and also how to update and navigate the new facility assessment. We will reschedule the Client Needs Review. Sandra is requesting an additional training session on the Facility assessment and new release features for herself and the other regional nurse team members that were not on the call today.  "
5004V000011UtkxQAC,Initial LOT (Continued),"Session 1 was just with Enid as she wanted to review what she had completed with her falls investigations.  They had indicated they ID concerns with falls ove the past several weeks and wanted to pull residents into their snapshot to review for falls and they brought over 5.  She assigned out the investigations and found no deficient practice with the falls them self but did ID some concerns in some other areas while doing these investigations.  She aslo had started a pip and hed only at this tiem done PIP minutes as the team of 4 of them met about the falls.  We walked thru the completion of the rest of the pip and talked about measure and intervientions and such.  She will begin workig thru the PIP and will reach out as she has more quesitons.  She is very engaged and this home wants to to do the right thing.    We will meet next time to review the PIP and talk about any other investigations but their main focus right now is falls but we did peask about how there may be some other areas that are quick and easy fixes that they may want to look at also. Session 2 Just Enid and Nick on the call today    They were ready to begin thier next sample for QT 2.  We had already locked thier previous sample and theyhad conducted investigations and PIPs and FA.  We walked thru creating a new sample and they plan to do this sample of 10/5 till the first week in JUly.  They wanted to allow residents who had already been assessed in QT 1 to be in the QT sample.  They would like to have their next webinar to create thier snapshot done on July 3.  They did not want to do a purposeful snapshot at this time but will reach out if they feel they need to do that.  They have not yet complted thier Resident council because they have had no group meetings but they will plan to interview the resident council president.  They want to do all tasks 2 times a year so they will ddo tasks again in QT 3 or 4.  AT first they wanted to just do abaqis 2x a year but decided they would do a Q2 and then decided if they want 2 more quarters or not.  Theya said with the smaller sample sizes it seems reasonalbe to do it every qt and fix the issues they fine.  They are very interested in the trend analysis report after this sample.  They have had no Coc 19 cases but they have been surveyoed over the phone and they have been in the building but no citations.  Nick said he has very dedicated and consistant staff and feels they are very fortunate.  They will never have an FI in thier sample as the priests have no family to interview Nick said.  We did speak about how this could include close friends and such and he and Enid said they would keep that in mind.  They did have a couple of questions about thier FA as they had marking a few areas as in progress for staffing issues and had forgotten they could mark it to print for survey and it would hide the areas they did not want the surevey team to look at.   They will begin their next sample on Monday and plan to have it completed by the first week in July. Session 3  Just Enid on the call today and she wanted me to walk her through agian a review of her QAPI reports and how to lock her sample and create her snapshot.  We reviewed the SBCA, MDS 3.0 and SBR reports and how she will use thes when she creates her snapshot.  We reviewed the details of the MDS 3.0 and she siad she had forgotten part of that from the first time and was happy to have had a review.  She was not reacy to lock the sampke as she had one more FI to complete but she will be locking it tomorrow and beginning her investigations.  They continued thier fall PIP as she felt liek they had done a pretty good job but felt like they had more work to do and they had another resident that had a fall in thier sample so she wants to continuue work in that area.  We reviewed the snapshot and how to use the QAPI repeots to help prioitize her care areas and residents for review.  She will be working on investigations for the next several weeks and will reach out if she has any questions and I will set tasks for FU and reach out as needed.  "
5004V000011UtkXQAS,Corporate abaqis Implementation Series 1,"S.Sweeney 2/12/2020 Conducted Mock survey training today with Felina Imperio  and members of the MD based regional team.  Reviewed the following: How to create a mock survey and assign team members  How to make assessment assignments How to complete the tasks (RI or RRI, RO and RR) ( MDS and MDs discrepancies) How to analyze the data and add residents to investigation sample How to finalize the sample  How to find the Facility Tasks investigation snapshot How to find the Finalized Mock Survey snapshot (demonstrated how negative comments auto populate in the snapshot) Reviewed where the investigation reports would be located Fully explained the  process Discussed the need to request this Mock Survey Workflow be enabled. Also discussed options of accessing a training site. They report they like it and that it is very detailed.  Will let me know if they prefer to have this enabled.  Requested a blank word document that has all of the questions on it. Ask Client Support when the help docs will appear in help and training resources. Send any cheat sheets that we have for now.  S.Sweeney 7/23/2020 Conducted a 1:1 Q&A session on the Facility Assessment with Felina Imperio.   Demonstrated the following:  how to edit the dates or name  of a facility Assessment how to update the resident population profile how to close a facility assessment Also demonstrated and reviewed our new help doc entitled Managing Facility Assessment  "
5004V000011UtkyQAC,abaqis Implementation Series 2,"Session #1-TG-3/30/20 with Charlene Johnson. She wanted a review of the SBCA, Investigation Reports and had a couple of questions on the FA. We reviewed their completed data. She stated everyone was concerned on achieving advanced accreditation. She identified over 200 investigations that were done with all having green dots except for 5 areas in red. We discussed if they were thorough investigations or not. She stated the staff wanted to get all completed for accreditation reasons. She doubts the investigations were done properly. She is going to do an inservice with the abaqis staff to discuss these reports and get more input on their investigations. She had a couple of questions on information that Amy sent on adding in documents into the FA. I showed her how to upload them into the FA. She has not been assigned to be able to do tasks in the FA and we walked through that as well. I will send her the document on FA help. She does not need another training at this time unless she thinks of something else. I offered if needed to do a staff webinar on abaqis after she educates if needed. "
5004V000011UtkYQAS,abaqis Implementation Series 1,"Session 1 (9/5/19): Training completed with Karen Walker on 9/5/19. We got started about 15 minutes late. Karen did not show up to the webinar, so I called her. She apologized and said they had state in the building this week. She thought they would be exiting today. She wanted to procede with training, so she got logged into the webinar and we got started. We discussd her role and her history with abaqis. Karen's role at the facility is Infection Control. She said she was put in charge of abaqis in April and she was not familiar with abaqis at all. Her old building had abaqis, but she was just learning it, and wasn't very familiar before being put in charge. She said they made it through last quarter, but wanted to do things better this quarter. She said she assigned everyone their assessments and didn't have problem with that. She mentioned that the NHA wants to see reports, and she wanted to be able to explain them better. She wanted to better understand the investigations process.  We started out by discussing the SBCA report. While reviewing the report, the staff hardly made any comments. She said she got on her staff last quarter because there weren't any comments. I explained the importance of the comments when it came to the investigations. I showed her how to use the ""view"" button to take her to the completed assessment, which could help. She would talk with her staff again about the importance of comments. We then discussed the MDS report. We moved to the snapshot. I explained how to navigate the snapshot, prioritize care areas, and the number of residents to investigate. We reviewed the Unecessary Medication investigation. Reviewed how to complete investigations using the CE Pathways. We reviewed how to complete an investigation using Guidance to surveyors. I showed her how to manually initiate residents for dialysis, hospice, etc. We discussed the facility tasks and how to complete those. We reviewed the Investigation Reports. She mentioned that they had been advanced accredidation and she didn't want to lose that. I showed her how to see if their meeting the standards and where to find the different standards. After going through everything, Karen expressed that abaqis finally made sense to her. She finally understood why they do abaqis and she really saw the benefit of it. All questions were answered throughout the webinar. She expressed that I taught her everything she needed to know and appreciated the training. I emphasized that she could reach out to me any time she needed to. "
5004V000011UtkzQAC,abaqis Implementation Series 2,"IS #1 10/24/19 : Attendees - Mary Bishop Shirkey, QA Nurse. This training was done on the telephone. I walked Mary through generating the Q3 data Snapshot and reviewed the Summary by Care Area report. Also showed Mary how to edit the RO assessment to correct a response.  IS #2 1/16/20 : Attendee - Mary Bishop Shirkey, QA Nurse. Reviewed the new dashboard and Facility Assessment. Mary had already been clicking around prior to our call and felt it was user friendly. I walked her through creating a new snapshot via the new dashboard. Also completed the Client Needs Review. Mary was not aware of the Customer Satisfaction Reports in abaqis. We viewed these together and I provided feedback regarding the number of respondents and usefulness of the report (they are a 34 bed facility and have a limited number of interviewable residents). I also told her about CoreQ but she did not want that turned on at this time."
5004V000011UtkZQAS,abaqis Implementation Series 1,"IS #1 5/7/20 : Attendee - Sabine Thomas (Administrator). Assisted Sabine via telephone. Instruction on creating and editing workflows, adding participants, and printing was provided. Walked Sabine through printing the FA and creating and editing the COVID-19 self-assessment. Sent a f/u email with an example of a completed COVID-19 survey. Encouraged Sabine to have other staff contact me for assistance with completing their sections of the FA. "
5004V000011Utl0QAC,abaqis Implementation Series 1,"Session 1 (7/26/19): abaqis Overview completed 7/26/19 with 4 staff members. These staff members included Micki Besse (DON), Nicole Thibodeau (QAPI Coordinator), Ashley Jones (Inf Control), and Kiesha Williams (ADON). They confirmed that they did not have any knowledge about abaqis. I reviewed the first few PPT slides from Session 1, to explain what abaqis is. We then went into abaqis. I inquired about logins and whether they knew how to log in. They said they had logins and Nicole knew how to log in, so she would inform them. I then went over basic navigation (reports, manage tab, notifications, meeting meetings, etc). While discussing the resident list, I informed them that they may need to review their list and 'clean it up' with any discharged residents. I showed them how to manually discharge residents. I discussed the help and training resources and pointed out a few of the implementation resources. Briefly discussed the role of abaqis manager. We discussed and created their QAPI Sample. They decided on a census size of 25 and an admission size of 5. They asked how the residents were chosen and if it was based on how they're chosen on survey. I explained that the sample is competely random. I also explained how residents are chosen on survey. I then briefly discussed each assessment (RI, FI, SI, RO, CR, AR), highlighting the main things from each. I emphasized the importance of comments. We finished by going over the SBCA and MDS reports. There weren't many questions throughout and they said they didn't have questions 'right now'. I provided them with my contact information."
5004V000011Utl1QAC,abaqis Implementation Series 1,"IS #1 08/23/19 PB : Attendee - Sidney Nedolast (NHA) Sidney told me she only had 50 minutes because of another meeting she needed to attend. I reviewed how to generate a Snapshot and provided an overview of the snapshot. I reviewed the SBCA and SBR reports and explained how these reports are utilized in prioritizing care areas and choosing residents to investigate. I reviewed the PU pathway briefly (Sidney is not a nurse but requested the PU pathway review), and reviewed the Investigation Reports. We took a look at Investigation reports from previous quarters and I discussed how these reports would be used in QA, and possibly in determining PIP topics. At the end she asked me to tell her what she needed to do exactly. I confirmed that she was the abaqis manager and provided the following steps (which I will also email to her): 1) complete the current QAPI Sample; 2) Generate the Snapshot; 3) Review the SBCA and SBR reports; 4) Prioritize care areas to be investigated (and possibly residents within each area); 5) Assign investigations to appropriate staff, e.g., PU to DON; 6) Review Investigation Reports. She said that the webinar was helpful. I encouraged her to reach out at any time with questions."
5004V000011Utl2QAC,Corporate Implementation Series 2,"IS #1 07/23/20: Attendee - Judith Bennett (Administrator in Training). Reviewed the complete abaqis cycle and explained how it met the QAPI requirements. Focused on Investigation Reports results and discussed when to do a PIP vs Immediate Action Plan. Reviewed PIPs and QAPI help documents on RCA, etc. Judith has been so appreciative of abaqis and all it does for Vernon Manor. "
5004V000011Utl3QAC,Corporate Implementation Series 5,IS #1 08/18/20: Attendee - Erica Vargas (Activity Director at Windsor Gardens) During the webinar we reviewed the Activity PIP progress. Erica had not worked on the PIP since we last met but said she was required to submit something to QA. I suggested we focus on RCA and Interventions as the PIP lacked details in these sections. 
5004V000011Utl4QAC,Corporate Implementation Series 3,"IS #1 08/07/20 : Attendees (all from Benedictine) - Dazey, Emily    Exec Dir Ops, Benedictine; Garcia, Rey    Mgr RN Benedictine; Carver, Sabrina    Dir. Nursing, Benedictine; Shepherd, Holly    Asst. Administrator PMSV. Benedictine is brand new to abaqis. None of the staff had user id's but obtained them during our webinar via Erin Blunt. I provided a high level overview of abaqis and QAPI. They currently use a QAPI Plan and FA they developed by hand. They do not have their MDS files uploaded. "
5004V000011Utl5QAC,LOT Package,"Session 1 (9/2/20): Training completed with Joel (NHA). This training was a demo for the Mock Survey workflow. Prior to training, I inquired about COVID. He said they have been super busy with everything, but they have not had COVID in their building. They've worked really hard on keeping it out. I walked through the steps of creating the workflow, assigning tasks, completing assessments, reviewing the report, finalizing the sample, viewing the snapshots, etc. While walking through those steps, I explained how the mock survey was different from traditional abaqis and the benefits. Following the training, Joel was very excited about the module. He said he definitely saw the value in it. He had a few questions throughout the training and at the end. He was curious why we still offered traditional abaqis and why facilities would use that when it's not exactly relevant anymore and the mock survey is what surveyors do. I answered this to the best of my ability - explaining that we didn't want to take something away that facilities had used for years and the assessments for traditional abaqis were simpler with yes/no answers. He inquired if there was a cost for the mock survey and I informed him that there was not and it was just a feature that had to be turned on. He also inquired whether he could reach out with questions or help if he gets lost on where to go or where to click or something. I encouraged him to do this and let him know that was why I was here. He could always reach out and I was always here to answer questions and we could hop on a call or do additional webinars if needed. He appreciated this. He said he'll speak with the DON regarding the mock survey. He said he may want me to do a demo like we did today with her as well, but he would let me know after speaking with her. He indicated it may take some time to figure out how to implement the mock survey in their building. He thought they would likely start the workflow in October and that would give them the rest of the year to work on corrective action and make sure they've corrected things and are ready if survey comes. With traditional abaqis, he had the staff complete assessments on paper and then he transcribed it into abaqis. He plans to do the same thing with the workflow. They don't have a lot of laptops in the facility. He also wants them to focus on the critical thinking and not worry about the technology. He also likes to review everything before it gets put into abaqis. I showed him where the forms were and what they looked like. He said the training was very helpful and informative. He said he was sold on it and definitely wanted to activate the mock survey workflow. He thought he'd do some training with staff this month and start in October. Session 2 (9/17/20): Training completed with Janice Pate (DON). This training was over the Mock Survey workflow. Janice was familiar with traditional abaqis and has used those assessments. I walked through the steps of creating the workflow, assigning tasks, completing assessments, reviewing the report, finalizing the sample, viewing the snapshots, etc. While walking through those steps, I explained how the mock survey was different from traditional abaqis and the benefits/challenges. I explained that the staff that are involved should be those with critical thinking skills. When reviewing the questions, I explained they could ask all the questions, or just a handful of questions for each care area. I explained the risks of not asking all of them - that surveyors pick and choose the questions they ask and the surveyor could ask a question that they didn't ask. I explained that asking all of the questions would take a much longer time. I also explained that if they had been cited in the past for something or had issues in the past, they would want to be sure to ask the question associated with that (ex: being cited for choices related to bathing preferences - making sure to ask that question). It was ultimately up to them in how they wanted to instruct the staff. Janice seemed to understand the risk of not asking all of the questions. All questions were answered. She definitely saw the value in the mock survey and said it was really needed. It would be a lot of work, but would be worth it o see where they're at and be able to fix things. She thought they were going to start in October. She thought quite a few of the nursing staff would be involved. I encouraged them to utilize management staff. Again explaining that those staff with critical thinking skills should be involved. She appreciated my time and said the training was very beneficial. Joel is a big advocate of abaqis, has used it since it first came out, and I think he'll figure out a way to make it work. I anticipate them being successful with the Mock Survey."
5004V000011Utl6QAC,abaqis Implementation Series 1,"IS #1 6/20/19: Attendee - Karen Soehner, Administrator. The webinar was set up to cover new features in abaiqs and a Q & A. Karen shared that they had a deficiency free survey. She also shared that the surveyors were impressed with abaqis. Karen said she was thrilled they had abaqis and doesn't understand why their other facilities don't purchase it. Today I demonstrated how to use the Meeting Minutes and provided examples of how/when to use this feature. Next we reviewed the MDS Indicator Report and Karen had several questions about how far back the data is pulled and whether discharged residents show up on the report (I told Karen I would refer her questions to CS as I was not sure). We also reviewed their Customer Satisfaction report and I answered questions about the percent and percentile ranking and national benchmarks. The QAPI Progress report was reviewed. Lastly, we reviewed the QAPI Self-Assessment and process for creating a new assessment and viewing completing assessments.  IS# 2 1/9/20: Attendee - Karen Soehner, Administrator. Reviewed the new dashboard, tasks, manage, and the Facility Assessment. Karen asked me to demonstrate how to close their FA and create a new one. I also showed her how to add participants to work on the FA. "
5004V000011Utl7QAC,abaqis Implementation Series 1,"Session 1 (7/11/19): Training session with Jo-C via phone. She thought survey could come at any time, so she had a few things to discuss. The first thing she wanted to discuss was creating a random sample. I walked her through the steps. She said their ADC was 94. We decided on a census sample of 30 and an admission sample of 10. She wanted to work on the sample until the end of September and then she could bring the reports to their QA meeting in October. Once we created their sample, she was questioning why there were residents who had discharged. We discussed that the residents are managed by MDS uploads. I looked at the MDS uploads and they were up to date. We navigated to the resident list. They had 151 residents in their active list - so a lot of residents still active when they had discharged. I explained that the DC MDS' may not be being uploaded. She would talk with their MDS. I walked her through how to manually discharge residents and explained that ther residents in the sample would be replaced once they became a discharged status. We then discussed the Facility Assessment and how to update that from last year. I explained the ""duplicate"" button and how to review the infomation to ensure it was still accurate and update it as necessary. We then disucssed the QAPI Plan and how to update that if needed. Jo-c expressed that the training was very helpful and she appreciated my help. I expressed that she could reach out at any time if she needed any more assistance.  Session 2 (7/17/19): Had a 20 minute phone conversation/training with Jo-c, as she had some questions. When I called her at 3:00pm CT, she was working on gathering entrance conference documents. She said survey had walked in that morning after their morning meeting. We discussed the QAPI Plan and what she needed to do to update it. She thought she messed something up becuase when she updated it, she did the Corporate plan and not their facility level plan. She thought having the Corporate plan was confusing when they are not a corporation. I explained that she did not mess anything up and she could just update their facility level plan. Did explain that it was not a regulatory requirement that the QAPI Plan be updated annually, but did explain that it should be reviewed to make sure everything is still accurate and the QAA members should be updated if there was any staff turnover, etc. She then asked about a template for falls. She said she saw the ones for Missing items and PU, but she wanted one for falls. At first I thought she meant something that gave suggestions for different sections, like the missing items and PU examples. As she continued to speak, it became clear that she was just wanting the headings that the examples showed. I explained that the 'template' was exactly what our PIPs are when you create them. She wasn't understanding, so I had her create a PIP. Once it was created she understood and said that was exactly what she was looking for and became excited. She appreciated all of my help. All questions answered. Session 3 (3/3/20): Had a 45 minute phone conversation/training to Jo-c. She said she had an emergency she had to take care of and apologized for not returning my call. She mentioned the caller ID indicated Healthstream and asked about that. Informed her that we were acquired by Healthstream. She said she met with Jessica with Medline not long ago and she had mentioned that we were now Healthstream. She asked if anything changed and I explained that abaqis was the same, our parent company just changed. She then went on to explain she used our QAPI plan and FA last year and provided that to the surveyors. She asked if she needed to update them. I explained that the FA regulation required it to be updated annually so I expressed the need to update that. I also explained there was no requirements with the QAPI plan but it's good to review periodically to make sure everything is still accurate. She asked if anything had changed with either of those and I explained that the FA had changed becaue there was a new release. We then walked through the FA process. I showed her how to create the FA. She was confused by the participants but we got through it. She then needed to add some users that weren't in abaqis. I walked her through how to create the users. We then went back and added them as participants. I then showed her how to edit the FA using the tasks list. I went through and explained sections. Explained how to mark the sections as complete. I then showed her how to view/print the FA in the analyze section. Explained the 'print for survey' button. At that point she seemed a bit overwhelmed and said that was plenty with the FA. She said she'd work on the FA for the next week or so and review the QAPI plan as well. She indicated she thought they may get their survey sooner than they've had it in the past. She wanted to focus on the FA and QAPI plan first and then they would start training/working on the QAPI assessments and going through that. She indicated they had 11 staff that would help. She said she would reach out if she had any questions with the FA and then would reach out about the sample. I'll review their site after next week and check in with Jo-c."
5004V000011Utl8QAC,abaqis Implementation Series 1,"""Training 1"" - Overview completed with Tamera on 3/21/19. She said she started using abaqis about 1.5 years ago. She really didn't receive much training. They only had 4 staff members helping with abaqis before and she ended up doing all the work, so it didn't ever work for them to keep using it. But they are now wanting to get back on track and have a better outcome with using the product. She basically knew how to use it all, except she didn't remember the 'manage button'. We went over the manage button and what could be found in there. She said that Mike uploads the MDS and they just uploaded a bunch yesterday. We discussed the QAPI Sample and that can now be changed. She thought they would stick with 40 census and 30 admission. She thought she wanted to create a new sample, but I showed her their sample and how residents had been replaced because of the recent MDS uploads. She was OK with keeping the current sample. We went over the help and training resouces link and went through each of the tabs. We discussed most of the resources in the implementation resources, specifically the ones that I thought would be beneficial since she would be the one in charge. She did not want to go over any of the assessments, since they hadn't changed. I emphasized the importance of comments as they completed their assessments. We discussed the reports - RI, MDS, and SBCA. She wanted to get started on their sample next week. She only wanted to take a couple weeks to complete their sample. I explained that it would be a good idea for us to have an Investigations webinar when that time came and have everyone that will be helping as a part of the webinar. We scheduled that for April 8th at 9am CST. All questions answered. Emphasized that she can reach out to me at any time with any questions. Will send her the webinar information. ""Training 2"" - Investigations training completed with Tamera on 4/8/19. Tamera was the only one on the training. Prior to training, I noticed that many residents had discharged in their sample and for the RI, she was putting ""resident discharged"". The first thing we discussed was that. I showed her how to manually discharge residents by editing their stay. She said she did that with some of her residents, but they still didnt get removed from the sample. I asked if she had completed assessments on them by the time she edited their stay. She thought that she had. I then showed her how to manually replace the residents with the 'replace' button. She said that was very helpful. She planned to do that and re-do the assessments for the replacements. She said she hadn't gotten to all of the family interviews yet, but planned to start on them this week. Due to her still working on the sample, I did not create a snapshot for her, I just walked her though the steps in my training site. We discussed the SBCA and reminded her how to interpret the report. She said she had not run this report yet. I then walked her through how to lock her sample when she finished it and prior to creating her snapshot. I then walked her though how to create her snapshot (using my training site). I showed her how to navigate the snapshot. We discussed Unnessary Medications and a few other care areas using CE Pathways. We walked through the investigations process. We then dicussed Guidance to Surveyor areas and a few facility triggered tasks. I showed her how to manually add residents to care areas like hospice, dialysis, etc. We then discussed a few of the mandatory facility tasks. We finished the webinar by discussing the reports associated with Investigations. Tamera said that she was used to using the CE Pathways, so she didn't think the investigations would be that difficult. She felt comfortable. She really didn't have many questions, but all questions were answered. Session 3 (3/26/20) - Training completed with Tina, Amanda Stanley (ADON), and Evelyn Claiborne (DON). We got started about 10 minutes late because we were waiting for Evelyn to arrive, as she had a meeting prior to ours. We then went 10 minutes over our time. Tina said she was working from home and Amanda and Evelyn were at the facility. Amanda said that things haven't been too bad with COVID-19. She indicated it could be worse. Amanda and Evelyn are new to abaqis. Amanda has been in and played with abaqis a bit so she was a little familiar with it. Evelyn hadn't been in at all. Tina mentioned that Amanda would be using abaqis a lot more than Evelyn would. I started by doing navigation and explaining the new dashboard. I pointed out the COVID-19 resources available in abaqis and mentioned that I had emailed Tina resources as well. Tina then interrupted me and explained that Evelyn didn't know how to log in. I explained she would go to www.abaqis.com. I went into the users section and gave her her user ID. Tina did not remember what she set her password to be and she requested that I reset the password. I've never been asked to do that and when I went in to do it, the system allowed me to do it so I reset her password. Tina said Evelyn started 2 days before all of the COVID-19 stuff came out, which is why she couldn't remember. I then continued with navigation, showing them a couple reports under the analyze section (MDS Indicator Rates). I showed them how to manually discharge residents if they needed to. I then navigated to the classic dashboard. I explained the quadrants and their purpose. Tina really emphasized that they were the ones completing the investigations and I explained the purpose of abaqis and how it all goes together with survey readiness and QAPI. Amanda had already been working on PAC assessments. I explained what was a part of the QAPI tools. I then went into reports. I explained the SBCA and MDS reports. Tina indicated they could use the MDS report for their QMs and improving those. I then went into all of the PAC assessment reports and showed them how to run them. They did indicate they had issues with hospital readmissions. PAC seemed to be very important to them. When I reviewed the ER transfer report, there wasn't any data. I navigated to the PAC assessments and showed them how to complete the ER transfer assessment. I wrapped up by going into the Help and Training resources link and discussing the various tabs. All questions answered. They all expressed that the training was very helpful and they appreciated my time. Tina said she always learns something new when she speaks with me. I encouraged them to reach out if there are any questions that come up and I told Tina I would continue to check in with her."
5004V000011Utl9QAC,abaqis Implementation Series 1,"Session #1-TG-review of SBCA report of their data. Discussed the different snapshots and review of creating. Jessica stated she felt for their facility the QAPI snapshot would work best. If areas were in need of immediate attention she would fix them and then she could put the data in the qapi snapshot. She stated they are very challenged on doing abaqis d/t wearing many hats. She stated she will have only 4 hours a week on Tuesday 10-2 to focus on QAPI/abaqis. She works the floor on 3/12 hour days. She stated she had trouble getting the staff to give back their completed qapi assessments. She did f/up with them to get them done and hopes to have it completed by the end of next week. She feels comfortable creating a qapi snapshot at that time. She felt it would be less confusing to just do the one snapshot. We reviewed some investigations and how to link the Investigation reports to a PIP and corrective action. She would like to talk to the team and discuss the training platform. None were able to attend the training today and she thinks it will be beneficial for them to be able to watch an investigation module from the platform. She is working with them as they move forward with abaqis and she will let us know if she wants to provide staff contact information for the training platform. Jessica Konrade was the only attendee. Session #2-TG-review of facility's QAPI plan and review of PIP's. The only attendee was Jessica Konrade. She stated that she created the qapi plan without any input from others. She stated the Administrator will not participate. On the last survey the surveyors wanted to interview him regarding the qapi plan and FA and he called her in off of vacation and didn't want to talk with them. We talked about the need for him to be aware and the governing body and what the role is for both. Jessica was looking for more education, so she can in turn educate him. She stated they are going to start working on PIP's and she will have the DON supporting her as she develops them. Jessica was not aware of adverse events or how to monitor them, we discussed this further, reviewed the regulations that are related to qapi and adverse events. She wants to work on these areas and will reach out for further assistance after PDPM. Will continue to reach out."
5004V000011UtlaQAC,abaqis Implementation Series 3,"IS #1 07/10/20 : Attendees - Karri Gallagher (DON) and Barbara Bennett (Administrator). Reviewed the new dashboard and how to quickly access tasks. Reviewed the new format of the Facility Assessment and demonstrated how to edit each section and mark as complete. Showed them how to upload supporting documents. We also reviewed workflows and I helped them clean up old incomplete workflows and create a new QAPI self-assessment workflow. Lastly, we reviewed their QAPI Plan and I assisted with updating/editing QA members, etc, and also reviewed how to upload docs into the QAPI Plan, e.g. the completed Self-Assessment. They asked for another session next week to review the Investigation Snapshot and QAPI Distinction.  IS #2 08/06/20: Attendees - Karri Gallagher (DON) and Barbara Bennett (Administrator). Reviewed the FA uploaded documents and QAPI self-assessment progress. Assisted them with creating an Investigation Snapshot and provided a review of Nutrition Pathway. Also demonstrated how to add a resident for review. Covered the Facility Tasks and how to print the forms under help and training resources.  Karri asked me to present to their IDT team at their next meeting on Tuesday, August 11, at 10AM Pacific Time. GTM invite sent.  IS #3 08/12/20: (April Bernabe also participated in training) Attendees - Karri Gallagher (DON) and Barbara Bennett (Administrator). Karri stated they recently had a COVID survey and were cited for not following screening protocols. She said they are required to write a directed plan of correction with RCA. Karri asked for our help with  writing the plan. I suggested putting it into a PIP in abaqis. April and I guided Karri and Barbara through the process of identifying RCA for the failures, however, we suggested they continue to dig deeper and conduct more staff interviews to get to the full RCA. With Karri and Barbs' permission I added their responses into the PIP in abaqis. "
5004V000011UtlAQAS,Corporate abaqis Implementation Series 1,"MARCH 1, 2019 Sebrena Sweeney Initial corporate training session conducted today, 3/01/2019 with Sue Reece and Robbin Reber, VP of Sales and Marketing. Reviewed each of the PAC assessments and the PAC reports. Robbin is excited about using PAC. Also reviewed the coordinating help documents. Discussed the online training platform. Briefly introduced the the Partner report today. Will conduct a more thorough review of the report next week along with the Market Analysis Map. Cindy Kendall joined the second half of the webinar to review custom corporate QAPI options that might be available using the Corporate QAPI Plan.  Sue has agreed to resume part 2 of this call at some point after March 11th. She will let us know when she is ready to schedule the next call.   MARCH 5, 2019 Sebrena Sweeney Conducted Partner Report training with Robbin Reber and Sue Reece today on 3/05/2019.  Also briefly reviewed in part the Market Analysis map, as Robbin conveyed that she had already played around with Market Analysis map over the weekend and absolutely loves it. Says she doesn't need any additional training on how to use the map, but does have a few questions. 1. She inquired if the data is real time data 2. What is the VBI payment score based upon. What do the negative scores represent.  3. Inquired if the facilities were only abaqis customers or did the map represent all facilities. 4. Requesting a partner report that would include all of their facilities data  Questions, 1.2 and 4 were sent to Cindy Kendall today and both Robin and Sue were copied on that email. September 18, 2020 S. Sweeney Mock Survey Workflow training Conducted today with Sue Reece and Corporate team. Reviewed the following: How to create the workflow How to add participants How to assign task How to identify the mock survey after it has been created How to mark and save assessments as complete. How to navigate from Task to Analyze the data. How to add residents the investigation sample How to finalize the sample Demonstrated how to access both snapshots in Classic abaqis.   Sue requested that we enable the mock survey workflow for their account. Will let us know if she desires access to a training account for a week or two.  Reviewed the help doc, ""Getting started with the Mock Survey workflow"".  Will need to send the additional help doc that is not within production on how to close, delete and reactivate the mock surveys.  See Attendee list below from GTM   Mock Survey Workflow Training (RESCHEDULED) Sue Reece and ELC's 1:59 PM - 70 min ID: 608224245 Attendees Diagnostics Attendee Join & leave times Location +1 +18593004954 2:00 PM - 3:08 PM - SE Sebrena Easley Sweeney ssweeney@providigm.com 1:59 PM - 3:08 PM Jacksonville DA Daugherty, Clifton Clifton.Daugherty@exceptionallivingcenters.com 1:59 PM - 3:08 PM Lexington-Fayette BR Brenda Franklin Brenda.Franklin@exceptionallivingcenters.com 1:59 PM - 2:54 PM Ashburn BR Brenda Franklin Brenda.Franklin@exceptionallivingcenters.com 2:54 PM - 3:08 PM Ashburn ME Melisa Brandenburg 2:03 PM - 3:08 PM Louisville SA Sarah Daniel 2:00 PM - 2:58 PM Vienna +1 +12317097559 2:59 PM - 3:08 PM - SU Sue sue@exceptionallivingcenters.com 2:02 PM - 3:08 PM Ashburn ME Melisa 2:01 PM - 2:25 PM Louisville"
